id,name,set_name,stored_id,row_lang,id_lang,id_product,id_console,current_value,price_source_url
en-WHT-052,Mienfoo,White Flare,9683571,EN,JA,Mienfoo #131,Pokemon Japanese White Flare,5.45,https://www.pricecharting.com/game/pokemon-white-flare/mienfoo-52
en-WHT-056,Liepard,White Flare,9684316,EN,JA,Liepard #135,Pokemon Japanese White Flare,8.49,https://www.pricecharting.com/game/pokemon-white-flare/liepard-56
en-WHT-060,Garbodor,White Flare,9685363,EN,JA,Garbodor #139,Pokemon Japanese White Flare,4.99,https://www.pricecharting.com/game/pokemon-white-flare/garbodor-60
en-WHT-066,Zweilous,White Flare,9686511,EN,JA,Zweilous #143,Pokemon Japanese White Flare,5.62,https://www.pricecharting.com/game/pokemon-white-flare/zweilous-66
en-WHT-070,Durant,White Flare,9687623,EN,JA,Durant #149,Pokemon Japanese White Flare,4.47,https://www.pricecharting.com/game/pokemon-white-flare/durant-70
en-WHT-075,Herdier,White Flare,9688636,EN,JA,Herdier #154,Pokemon Japanese White Flare,5.86,https://www.pricecharting.com/game/pokemon-white-flare/herdier-75
en-WHT-079,Antique Plume Fossil,White Flare,9647422,EN,JA,Antique Plume Fossil #81,Pokemon Japanese White Flare,1.47,https://www.pricecharting.com/game/pokemon-white-flare/antique-plume-fossil-79
en-WHT-083,Harlequin,White Flare,9691444,EN,JA,Harlequin #165,Pokemon Japanese White Flare,2.17,https://www.pricecharting.com/game/pokemon-white-flare/harlequin-83
en-WHT-086,Ignition Energy,White Flare,9647427,EN,JA,Ignition Energy #86,Pokemon Japanese White Flare,1.63,https://www.pricecharting.com/game/pokemon-white-flare/ignition-energy-86
en-WHT-088,Swadloon,White Flare,9647343,EN,JA,Swadloon #2,Pokemon Japanese White Flare,1.5,https://www.pricecharting.com/game/pokemon-white-flare/swadloon-88
en-WHT-091,Deerling,White Flare,9647347,EN,JA,Deerling #6,Pokemon Japanese White Flare,1.59,https://www.pricecharting.com/game/pokemon-white-flare/deerling-91
en-WHT-096,Tepig,White Flare,9647352,EN,JA,Tepig #11,Pokemon Japanese White Flare,1.25,https://www.pricecharting.com/game/pokemon-white-flare/tepig-96
en-WHT-097,Pignite,White Flare,9647353,EN,JA,Pignite #12,Pokemon Japanese White Flare,0.95,https://www.pricecharting.com/game/pokemon-white-flare/pignite-97
en-WHT-099,Pansear,White Flare,9647355,EN,JA,Pansear #14,Pokemon Japanese White Flare,1.24,https://www.pricecharting.com/game/pokemon-white-flare/pansear-99
en-WHT-102,Lampent,White Flare,9647432,EN,JA,Oshawott #102,Pokemon Japanese White Flare,38.0,https://www.pricecharting.com/game/pokemon-white-flare/lampent-102
en-WHT-108,Basculin,White Flare,9683091,EN,JA,Vanillite #108,Pokemon Japanese White Flare,6.91,https://www.pricecharting.com/game/pokemon-white-flare/basculin-108
en-WHT-114,Blitzle,White Flare,9683098,EN,JA,Galvantula #114,Pokemon Japanese White Flare,5.16,https://www.pricecharting.com/game/pokemon-white-flare/blitzle-114
en-WHT-117,Galvantula,White Flare,9683103,EN,JA,Swoobat #117,Pokemon Japanese White Flare,5.89,https://www.pricecharting.com/game/pokemon-white-flare/galvantula-117
en-WHT-124,Gothita,White Flare,9683112,EN,JA,Frillish #124,Pokemon Japanese White Flare,8.0,https://www.pricecharting.com/game/pokemon-white-flare/gothita-124
en-WHT-130,Sawk,White Flare,9683389,EN,JA,Archeops #130,Pokemon Japanese White Flare,5.25,https://www.pricecharting.com/game/pokemon-white-flare/sawk-130
en-WHT-136,Purrloin,White Flare,9684477,EN,JA,Scraggy #136,Pokemon Japanese White Flare,7.99,https://www.pricecharting.com/game/pokemon-white-flare/purrloin-136
en-WHT-142,Zorua,White Flare,9686305,EN,JA,Deino #142,Pokemon Japanese White Flare,7.3,https://www.pricecharting.com/game/pokemon-white-flare/zorua-142
en-WHT-146,Deino,White Flare,9687129,EN,JA,Klink #146,Pokemon Japanese White Flare,4.24,https://www.pricecharting.com/game/pokemon-white-flare/deino-146
en-WHT-151,Druddigon,White Flare,9688005,EN,JA,Patrat #151,Pokemon Japanese White Flare,5.26,https://www.pricecharting.com/game/pokemon-white-flare/druddigon-151
en-WHT-156,Stoutland,White Flare,9688989,EN,JA,Rufflet #156,Pokemon Japanese White Flare,4.28,https://www.pricecharting.com/game/pokemon-white-flare/stoutland-156
en-WHT-162,Bouffalant,White Flare,9690395,EN,JA,Jellicent Ex #162,Pokemon Japanese White Flare,2.85,https://www.pricecharting.com/game/pokemon-white-flare/bouffalant-ex-162
en-WHT-169,Hydreigon,White Flare,9692268,EN,JA,Keldeo Ex #169,Pokemon Japanese White Flare,26.98,https://www.pricecharting.com/game/pokemon-white-flare/hydreigon-ex-169
en-xy-10,Pansage,XY Base,3473535,EN,JA,Flareon #10,Pokemon Japanese Best of XY,4.99,
en-xy-105,Delcatty,XY Base,3473630,EN,JA,M Rayquaza EX #105,Pokemon Japanese Best of XY,89.99,
en-xy-111,Bunnelby,XY Base,3473636,EN,JA,Dive Ball #111,Pokemon Japanese Best of XY,17.8,
en-xy-116,Evosoda,XY Base,3473641,EN,JA,Max Elixir #116,Pokemon Japanese Best of XY,15.0,
en-xy-122,Professor Sycamore,XY Base,3473647,EN,JA,Hard Charm #122,Pokemon Japanese Best of XY,2.99,
en-xy-123,Professor's Letter,XY Base,3473648,EN,JA,Focus Sash #123,Pokemon Japanese Best of XY,19.25,
en-xy-125,Roller Skates,XY Base,3473650,EN,JA,Muscle Band #125,Pokemon Japanese Best of XY,16.3,
en-xy-130,Double Colorless Energy,XY Base,3473655,EN,JA,Sceptile Spirit Link #130,Pokemon Japanese Best of XY,15.0,
en-xy-136,Psychic Energy,XY Base,3473661,EN,JA,Rayquaza Spirit Link #136,Pokemon Japanese Best of XY,9.47,
en-xy-141,Full Art Venusaur EX,XY Base,3473666,EN,JA,Blacksmith #141,Pokemon Japanese Best of XY,19.55,
en-xy-15,Scatterbug,XY Base,3473540,EN,JA,Volcanion EX #15,Pokemon Japanese Best of XY,4.85,
en-xy-2,M Venusaur EX,XY Base,3473527,EN,JA,Gloom #2,Pokemon Japanese Best of XY,6.3,https://www.pricecharting.com/game/pokemon-best-of-game/hitmonchan-winner-2
en-xy-25,Braixen,XY Base,3473550,EN,JA,Frogadier #25,Pokemon Japanese Best of XY,19.98,
en-xy-31,Shellder,XY Base,3473556,EN,JA,Jolteon #31,Pokemon Japanese Best of XY,4.94,
en-xy-37,Panpour,XY Base,3473562,EN,JA,Zubat #37,Pokemon Japanese Best of XY,10.95,
en-xy-43,Raichu Holo,XY Base,3473568,EN,JA,M Mewtwo EX #43,Pokemon Japanese Best of XY,29.62,
en-xy-49,Spoink,XY Base,3473574,EN,JA,Trubbish #49,Pokemon Japanese Best of XY,4.02,
en-xy-54,Phantump,XY Base,3473579,EN,JA,Trevenant #54,Pokemon Japanese Best of XY,2.81,
en-xy-59,Dugtrio,XY Base,3473584,EN,JA,Meditite #59,Pokemon Japanese Best of XY,14.99,
en-xy-63,Lunatone,XY Base,3473588,EN,JA,M Lucario EX #63,Pokemon Japanese Best of XY,20.67,
en-xy-69,Sandile,XY Base,3473594,EN,JA,Zygarde EX #69,Pokemon Japanese Best of XY,9.99,
en-xy-74,Inkay,XY Base,3473599,EN,JA,Zoroark #74,Pokemon Japanese Best of XY,2.96,
en-xy-8,Volbeat,XY Base,3473533,EN,JA,Combee #8,Pokemon Japanese Best of XY,7.1,https://www.pricecharting.com/game/pokemon-best-of-game/rocket%27s-mewtwo-winner-8
en-xy-87,Jigglypuff,XY Base,3473612,EN,JA,Aegislash EX #87,Pokemon Japanese Best of XY,3.02,
en-xy-92,Spritzee,XY Base,3473617,EN,JA,M Gardevoir EX #92,Pokemon Japanese Best of XY,19.27,
en-xy-98,Doduo,XY Base,3473623,EN,JA,Giratina EX #98,Pokemon Japanese Best of XY,19.84,
ex1-13,Swampert,Ruby & Sapphire,3438789,EN,JA,Camerupt #13,Pokemon Japanese EX Ruby & Sapphire Expansion Pack,5.0,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/swampert-13
ex1-7,Gardevoir,Ruby & Sapphire,3438783,EN,JA,Cascoon #7,Pokemon Japanese EX Ruby & Sapphire Expansion Pack,2.44,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/gardevoir-7
hgss2-13,Blastoise,HS—Unleashed,4835879,EN,JA,Samurott #13,Pokemon Japanese Beginning Set HS,2.61,https://www.pricecharting.com/game/pokemon-unleashed/blastoise-13
hgss2-19,Lucario,HS—Unleashed,4835871,EN,JA,Joltik #19,Pokemon Japanese Beginning Set HS,2.27,https://www.pricecharting.com/game/pokemon-unleashed/lucario-19
hgss2-25,Torkoal,HS—Unleashed,4835855,EN,JA,Krokorok #25,Pokemon Japanese Beginning Set HS,7.27,https://www.pricecharting.com/game/pokemon-unleashed/torkoal-25
hgss2-32,Kakuna,HS—Unleashed,4835885,EN,JA,Energy Switch #32,Pokemon Japanese Beginning Set HS,1.18,https://www.pricecharting.com/game/pokemon-unleashed/kakuna-32
hgss2-4,Metagross,HS—Unleashed,4835864,EN,JA,Pansage #4,Pokemon Japanese Beginning Set HS,5.71,https://www.pricecharting.com/game/pokemon-unleashed/metagross-4
hgss3-11,Dodrio,HS—Undaunted,4835877,EN,JA,Oshawott #11,Pokemon Japanese Beginning Set HS,2.73,https://www.pricecharting.com/game/pokemon-unleashed/dodrio-11
hgss3-15,Honchkrow,HS—Undaunted,4835880,EN,JA,Basculin #15,Pokemon Japanese Beginning Set HS,2.96,https://www.pricecharting.com/game/pokemon-unleashed/honchkrow-15
hgss3-18,Metagross,HS—Undaunted,4835870,EN,JA,Zebstrika #18,Pokemon Japanese Beginning Set HS,3.64,https://www.pricecharting.com/game/pokemon-unleashed/metagross-18
hgss3-25,Weavile,HS—Undaunted,4835855,EN,JA,Krokorok #25,Pokemon Japanese Beginning Set HS,7.27,https://www.pricecharting.com/game/pokemon-unleashed/weavile-25
hgss3-31,Muk,HS—Undaunted,4835873,EN,JA,Energy Retrieval #31,Pokemon Japanese Beginning Set HS,0.83,https://www.pricecharting.com/game/pokemon-unleashed/muk-31
hgss3-35,Sableye,HS—Undaunted,4835859,EN,JA,Switch #35,Pokemon Japanese Beginning Set HS,1.01,https://www.pricecharting.com/game/pokemon-unleashed/sableye-35
hgss3-6,Magcargo,HS—Undaunted,4835865,EN,JA,Tepig #6,Pokemon Japanese Beginning Set HS,2.67,https://www.pricecharting.com/game/pokemon-unleashed/magcargo-6
hgss4-1,Aggron,HS—Triumphant,4835848,EN,JA,Snivy #1,Pokemon Japanese Beginning Set HS,3.85,https://www.pricecharting.com/game/pokemon-triumphant/aggron-1
hgss4-13,Ambipom,HS—Triumphant,4835879,EN,JA,Samurott #13,Pokemon Japanese Beginning Set HS,2.61,https://www.pricecharting.com/game/pokemon-triumphant/ambipom-13
hgss4-19,Dugtrio,HS—Triumphant,4835871,EN,JA,Joltik #19,Pokemon Japanese Beginning Set HS,2.27,https://www.pricecharting.com/game/pokemon-triumphant/dugtrio-19
hgss4-22,Golduck,HS—Triumphant,4835883,EN,JA,Whirlipede #22,Pokemon Japanese Beginning Set HS,1.49,https://www.pricecharting.com/game/pokemon-triumphant/golduck-22
hgss4-26,Machamp,HS—Triumphant,4835856,EN,JA,Patrat #26,Pokemon Japanese Beginning Set HS,2.0,https://www.pricecharting.com/game/pokemon-triumphant/machamp-26
hgss4-31,Wailord,HS—Triumphant,4835873,EN,JA,Energy Retrieval #31,Pokemon Japanese Beginning Set HS,4.45,https://www.pricecharting.com/game/pokemon-triumphant/wailord-31
hgss4-36,Kangaskhan,HS—Triumphant,4835860,EN,JA,Pokedex #36,Pokemon Japanese Beginning Set HS,1.09,https://www.pricecharting.com/game/pokemon-triumphant/kangaskhan-36
jp-b-014,Arcanine,Blastoise Starter Deck,5067011,JA,EN,Arcanine #14,Pokemon 2004 Starter Deck,1.99,
jp-b-019,Wartortle,Blastoise Starter Deck,5067017,JA,EN,Wartortle #19,Pokemon 2004 Starter Deck,2.83,
jp-b-029,Diglett,Blastoise Starter Deck,5067026,JA,EN,Diglett #29,Pokemon 2004 Starter Deck,0.5,
jp-bgs-025,Darkness Energy,Thundurus vs Tornadus Battle Gift Set,10601595,JA,EN,Darkness Energy,Pokemon 2022 Battle Academy,2.5,
jp-bkb-002,Frillish,Black Kyurem-EX Battle Strength Deck,1673222,JA,EN,Frillish #41,Pokemon Battle Styles,0.25,
jp-bkb-009,Rufflet,Black Kyurem-EX Battle Strength Deck,10031722,JA,EN,Rufflet #154,Pokemon Black Bolt,6.75,
jp-btv-025,Fire Energy,Victini Battle Theme Deck,4928243,JA,EN,Fire Energy #10,Pokemon 2020 Battle Academy,1.31,
jp-bw-p-003,Axew,Black & White Promos,10031694,JA,EN,Axew #145,Pokemon Black Bolt,17.51,
jp-bw-p-007,Zoroark,Black & White Promos,806380,JA,EN,Zoroark #71,Pokemon Black & White,3.73,
jp-bw-p-018,Snivy,Black & White Promos,806325,JA,EN,Snivy #1,Pokemon Black & White,1.49,
jp-bw-p-023,Pokedex,Black & White Promos,806404,JA,EN,Pokedex #98,Pokemon Black & White,0.42,
jp-bw-p-030,Psychic Energy,Black & White Promos,2677913,JA,EN,Psychic Energy #109,Pokemon Black & White,2.11,
jp-bw-p-034,Snivy,Black & White Promos,806325,JA,EN,Snivy #1,Pokemon Black & White,1.49,
jp-bw-p-043,Tepig,Black & White Promos,806336,JA,EN,Tepig #15,Pokemon Black & White,2.15,
jp-bw-p-048,Darumaka,Black & White Promos,806341,JA,EN,Darumaka #23,Pokemon Black & White,9.68,
jp-bw-p-052,Zekrom,Black & White Promos,886699,JA,EN,Zekrom #114,Pokemon Black & White,82.5,
jp-bw-p-058,Simisear,Black & White Promos,806340,JA,EN,Simisear #22,Pokemon Black & White,0.35,
jp-bw-p-062,Lilligant,Black & White Promos,806332,JA,EN,Lilligant #10,Pokemon Black & White,13.99,
jp-bw-p-066,Liepard,Black & White Promos,806376,JA,EN,Liepard #67,Pokemon Black & White,1.6,
jp-bw-p-070,Haxorus,Black & White Promos,10031700,JA,EN,Haxorus #147,Pokemon Black Bolt,68.64,
jp-bw-p-072,Water Energy,Black & White Promos,2677928,JA,EN,Water Energy #107,Pokemon Black & White,1.96,
jp-bw-p-078,Snivy,Black & White Promos,806325,JA,EN,Snivy #1,Pokemon Black & White,1.49,
jp-bw-p-082,PlusPower,Black & White Promos,806402,JA,EN,PlusPower #96,Pokemon Black & White,0.4,
jp-bw-p-085,Water Energy,Black & White Promos,2677928,JA,EN,Water Energy #107,Pokemon Black & White,1.96,
jp-bw-p-088,Fighting Energy,Black & White Promos,2677920,JA,EN,Fighting Energy #110,Pokemon Black & White,2.11,
jp-bw-p-094,Krookodile,Black & White Promos,806374,JA,EN,Krookodile #65,Pokemon Black & White,2.57,
jp-bw-p-101,Psychic Energy,Black & White Promos,2677913,JA,EN,Psychic Energy #109,Pokemon Black & White,2.11,
jp-bw-p-108,Pikachu,Black & White Promos,806411,JA,EN,Pikachu #115,Pokemon Black & White,54.61,
jp-bw-p-113,Sandile,Black & White Promos,806372,JA,EN,Sandile #63,Pokemon Black & White,0.39,
jp-bw-p-119,Volcarona,Black & White Promos,10031745,JA,EN,Volcarona #100,Pokemon Black Bolt,46.61,
jp-bw-p-126,Elgyem,Black & White Promos,10031628,JA,EN,Elgyem #120,Pokemon Black Bolt,9.99,
jp-bw-p-132,Fighting Energy,Black & White Promos,2677920,JA,EN,Fighting Energy #110,Pokemon Black & White,2.11,
jp-bw-p-140,Grass Energy,Black & White Promos,2677911,JA,EN,Grass Energy #105,Pokemon Black & White,1.77,
jp-bw-p-149,Purrloin,Black & White Promos,806375,JA,EN,Purrloin #66,Pokemon Black & White,0.27,
jp-bw-p-156,Cobalion,Black & White Promos,10031692,JA,EN,Cobalion #144,Pokemon Black Bolt,24.0,
jp-bw-p-198,Serperior,Black & White Promos,806328,JA,EN,Serperior #5,Pokemon Black & White,2.86,
jp-bw-p-202,Pansage,Black & White Promos,806329,JA,EN,Pansage #7,Pokemon Black & White,2.46,
jp-bw-p-224,Lightning Energy,Black & White Promos,2677930,JA,EN,Lightning Energy #108,Pokemon Black & White,3.46,
jp-bw1-030,Boldore 1st Edition,Black Collection,2199268,JA,EN,Silverflame Ritual #030,Magic Throne of Eldraine,0.25,
jp-bw1-048,Energy Retrieval 1st Edition,Black Collection,2219545,JA,EN,Secrets of the Dead #48,Magic Dark Ascension,0.44,
jp-bw1-50,Pokemon Communication Unlimited,Black Collection,806360,JA,EN,Woobat #50,Pokemon Black & White,0.47,
jp-bw2-023,Cryogonal 1st Edition,Red Collection,845025,JA,EN,Metang #023,Pokemon Promo,495.28,
jp-bw2-037,Gigalith 1st Edition,Red Collection,2205295,JA,EN,Vizier of Deferment #037,Magic Amonkhet,0.19,
jp-bw2-053,Escavalier 1st Edition,Red Collection,2212616,JA,EN,Sultai Skullkeeper #53,Magic Fate Reforged,0.04,
jp-bw2-061,Xtransceiver 1st Edition,Red Collection,2230827,JA,EN,Eternity Snare #061,Magic Time Spiral,0.05,
jp-bw2-072,Meowth 1st Edition Holofoil,Red Collection,2209867,JA,EN,Lamplighter of Selhoff #072,Magic Shadows Over Innistrad,0.23,
jp-bw3-030,Musharna 1st Edition,Psycho Drive,2199268,JA,EN,Silverflame Ritual #030,Magic Throne of Eldraine,0.25,
jp-bw3-048,Cinccino 1st Edition Holofoil,Psycho Drive,2219545,JA,EN,Secrets of the Dead #48,Magic Dark Ascension,0.44,
jp-bw4-025,Raikou EX 1st Edition Holofoil,Dark Rush,845027,JA,EN,Flygon #025,Pokemon Promo,24.99,
jp-bw4-048,Zorua 1st Edition,Dark Rush,2219545,JA,EN,Secrets of the Dead #48,Magic Dark Ascension,0.44,
jp-bw4-063,Enhanced Hammer 1st Edition,Dark Rush,2199238,JA,EN,Sage of the Falls #063,Magic Throne of Eldraine,0.1,
jp-bw5-028,Garbodor 1st Edition Holofoil,Dragon Blast,2205243,JA,EN,Seraph of the Suns #028,Magic Amonkhet,0.25,
jp-bw5-048,Devolution Spray 1st Edition,Dragon Blast,2219545,JA,EN,Secrets of the Dead #48,Magic Dark Ascension,0.44,
jp-bw6-028,Toxicroak 1st Edition,Cold Flare,2205243,JA,EN,Seraph of the Suns #028,Magic Amonkhet,0.25,
jp-bw6-051,Lillipup 1st Edition,Cold Flare,2212568,JA,EN,Shifting Loyalties #51,Magic Fate Reforged,0.09,
jp-bw6-063,Bianca 1st Edition Holofoil,Cold Flare,2199238,JA,EN,Sage of the Falls #063,Magic Throne of Eldraine,0.1,
jp-bw7-023,Magnemite 1st Edition,Plasma Gale,845025,JA,EN,Metang #023,Pokemon Promo,495.28,
jp-bw7-039,Beheeyem Team Plasma 1st Edition,Plasma Gale,2212608,JA,EN,Lotus Path Djinn #39,Magic Fate Reforged,0.03,
jp-bw7-060,Patrat 1st Edition,Plasma Gale,2199139,JA,EN,Overwhelmed Apprentice #060,Magic Throne of Eldraine,0.19,
jp-bw7-072,Articuno EX Team Plasma 1st Edition Holofoil,Plasma Gale,2209867,JA,EN,Lamplighter of Selhoff #072,Magic Shadows Over Innistrad,0.23,
jp-bw8-037,Steelix Team Plasma 1st Edition,Spiral Force,2205295,JA,EN,Vizier of Deferment #037,Magic Amonkhet,0.19,
jp-bw8-048,Ghetsis 1st Edition,Spiral Force,2219545,JA,EN,Secrets of the Dead #48,Magic Dark Ascension,0.44,
jp-bw9-044,Archen 1st Edition,Megalo Cannon,2219492,JA,EN,Niblis of the Breath #44,Magic Dark Ascension,0.4,
jp-bw9-063,Ursaring Team Plasma 1st Edition,Megalo Cannon,2199238,JA,EN,Sage of the Falls #063,Magic Throne of Eldraine,0.1,
jp-bw9-076,Plasma Energy 1st Edition,Megalo Cannon,2208179,JA,EN,Take Inventory #76,Magic Eldritch Moon,0.5,
jp-clf-030,Bill CLF,Trading Card Game Classic Japanese Venusaur,2199268,JA,EN,Silverflame Ritual #030,Magic Throne of Eldraine,0.25,https://www.pricecharting.com/game/pokemon-japanese-classic-venusaur/bill-30
jp-cll-013,Clefairy,Trading Card Game Classic Japanese Charizard,9714560,JA,EN,Clefairy,Pokemon Kelloggs Game Tips,4.95,https://www.pricecharting.com/game/pokemon-japanese-classic-charizard/clefairy-13
jp-cll-026,Scorching Charcoal,Trading Card Game Classic Japanese Charizard,6142493,JA,EN,Scorching Charcoal #26,Pokemon TCG Classic: Charizard Deck,0.18,https://www.pricecharting.com/game/pokemon-japanese-classic-charizard/charcoal-26
jp-clv-016,Lt. Surge's Raticate,Trading Card Game Classic Japanese Blastoise,6142551,JA,EN,LT. Surge's Raticate #16,Pokemon TCG Classic: Blastoise Deck,1.99,
jp-clv-028,Pokemon Fan Club CLB,Trading Card Game Classic Japanese Blastoise,2205243,JA,EN,Seraph of the Suns #028,Magic Amonkhet,0.25,
jp-cp1-013,Team Magma's Lairon 1st Edition,Magma Gang vs Aqua Gang: Double Crisis,2205194,JA,EN,Forsake the Worldly #013,Magic Amonkhet,0.25,
jp-cp3-013,Wobbuffet 1st Edition,PokéKyun Collection,2205194,JA,EN,Forsake the Worldly #013,Magic Amonkhet,0.25,
jp-cp4-076,Hawlucha,Premium Champion Pack,2208179,JA,EN,Take Inventory #76,Magic Eldritch Moon,0.5,
jp-cp4-106,Startling Megaphone,Premium Champion Pack,8710133,JA,ZH,Sprigatito [Shiny] #106,Pokemon Chinese Gem Pack,2.09,
jp-cp5-030,Magearna 1st Edition Holofoil,Mythical & Legendary Dream Shine Collection,2199268,JA,EN,Silverflame Ritual #030,Magic Throne of Eldraine,0.25,
jp-cp6-025,Poliwrath 1st Edition,Expansion Pack 20th Anniversary,845027,JA,EN,Flygon #025,Pokemon Promo,24.99,https://www.pricecharting.com/game/pokemon-japanese-20th-anniversary/poliwrath-1st-edition-25
jp-cp6-039,Electabuzz 1st Edition,Expansion Pack 20th Anniversary,2212608,JA,EN,Lotus Path Djinn #39,Magic Fate Reforged,0.03,https://www.pricecharting.com/game/pokemon-japanese-20th-anniversary/electabuzz-1st-edition-39
jp-cp6-055,Machop 1st Edition,Expansion Pack 20th Anniversary,2206272,JA,EN,Daring Demolition #055,Magic Aether Revolt,0.37,https://www.pricecharting.com/game/pokemon-japanese-20th-anniversary/machop-1st-edition-55
jp-cp6-072,Energy Retrieval 1st Edition,Expansion Pack 20th Anniversary,2209867,JA,EN,Lamplighter of Selhoff #072,Magic Shadows Over Innistrad,0.23,https://www.pricecharting.com/game/pokemon-japanese-20th-anniversary/energy-retrieval-1st-edition-72
jp-cp6-087,Double Colorless Energy 1st Edition,Expansion Pack 20th Anniversary,2205165,JA,EN,Doomed Dissenter #087,Magic Amonkhet,0.12,https://www.pricecharting.com/game/pokemon-japanese-20th-anniversary/double-colorless-energy-1st-edition-87
jp-cp6-097,M Pidgeot-EX 1st Edition Holofoil,Expansion Pack 20th Anniversary,2209525,JA,EN,Immobilizer Eldrazi #097,Magic Oath of the Gatewatch,0.08,https://www.pricecharting.com/game/pokemon-japanese-20th-anniversary/m-pidgeot-ex-1st-edition-97
jp-dp1-100,Staraptor,Space-Time Creation,2187857,JA,EN,Wipe Away #100,Magic Time Spiral Remastered,0.98,
jp-dp1-105,Glameow,Space-Time Creation,2231207,JA,EN,Void #105,Magic Time Spiral Timeshifted,1.65,
jp-dp2-032,Croconaw,Secret of the Lakes,2209549,JA,EN,Relief Captain #032,Magic Oath of the Gatewatch,0.08,
jp-dp2-038,Whiscash,Secret of the Lakes,2201324,JA,EN,Wanderer's Strike [Foil] #038,Magic War of the Spark,0.32,
jp-dp2-050,Electrike,Secret of the Lakes,2209630,JA,EN,Ancient Crab #050,Magic Oath of the Gatewatch,0.19,
jp-dp2-083,Lucario LV.X,Secret of the Lakes,2209633,JA,EN,Corpse Churn #083,Magic Oath of the Gatewatch,0.1,
jp-dp2-094,Slakoth,Secret of the Lakes,2209655,JA,EN,Consuming Sinkhole #094,Magic Oath of the Gatewatch,0.03,
jp-dp2-104,Tyranitar,Secret of the Lakes,5333212,JA,EN,Orcish Medicine #104,Magic Lord of the Rings,0.68,
jp-dp2-110,Bronzor,Secret of the Lakes,5333218,JA,EN,The Torment of Gollum #110,Magic Lord of the Rings,0.33,
jp-dp2-120,Armor Fossil,Secret of the Lakes,5404250,JA,EN,"Eomer, Marshal of Rohan #120",Magic Lord of the Rings,1.57,
jp-dp2-126,Water Energy,Secret of the Lakes,5333234,JA,EN,Fiery Inscription #126,Magic Lord of the Rings,1.69,
jp-dp2-127,Lightning Energy,Secret of the Lakes,5333235,JA,EN,Fire of Orthanc #127,Magic Lord of the Rings,0.22,
jp-dp2-128,Psychic Energy,Secret of the Lakes,5333236,JA,EN,Foray of Orcs #128,Magic Lord of the Rings,1.07,
jp-dp2-130,Darkness Energy,Secret of the Lakes,5333238,JA,EN,Gimli's Axe #130,Magic Lord of the Rings,0.35,
jp-dp3-044,Gastrodon East Sea,Shining Darkness,2219492,JA,EN,Niblis of the Breath #44,Magic Dark Ascension,0.4,
jp-dp3-104,Salamence,Shining Darkness,836645,JA,EN,Crobat V #104,Pokemon Darkness Ablaze,1.38,https://www.pricecharting.com/game/pokemon-japanese-shining-darkness/salamence
jp-dp3-110,Darkrai,Shining Darkness,887194,JA,EN,Hydreigon #110,Pokemon Darkness Ablaze,0.52,https://www.pricecharting.com/game/pokemon-japanese-shining-darkness/darkrai
jp-dp3-115,Professor Oak's Visit,Shining Darkness,836656,JA,EN,Grimmsnarl VMAX #115,Pokemon Darkness Ablaze,2.47,https://www.pricecharting.com/game/pokemon-japanese-shining-darkness/professor-oak%27s-visit
jp-dp5-063,Technical Machine TS-1,Cry From The Mysterious,2199238,JA,EN,Sage of the Falls #063,Magic Throne of Eldraine,0.1,https://www.pricecharting.com/game/pokemon-japanese-mysterious-mountains/hoothoot-63
jp-dpt-013,Poké Ball,DPt Gift Box (Chimchar),2205194,JA,EN,Forsake the Worldly #013,Magic Amonkhet,0.25,
jp-ebb-023,Gyarados 1st Edition,EX Battle Boost,845025,JA,EN,Metang #023,Pokemon Promo,495.28,
jp-ebb-038,Zapdos 1st Edition,EX Battle Boost,2201324,JA,EN,Wanderer's Strike [Foil] #038,Magic War of the Spark,0.32,
jp-ebb-053,Trubbish 1st Edition,EX Battle Boost,2212616,JA,EN,Sultai Skullkeeper #53,Magic Fate Reforged,0.04,
jp-ebb-070,Meloetta 1st Edition,EX Battle Boost,2213872,JA,EN,Mind Sculpt #070,Magic M15,0.32,
jp-ebb-085,White Kyurem-EX 1st Edition Holofoil,EX Battle Boost,2198788,JA,EN,Epic Downfall #085,Magic Throne of Eldraine,0.28,
jp-l-p-058,Lapras,LEGEND Promos,888891,JA,EN,Lapras #8,Pokemon Legend Maker,26.3,
jp-l1: hg-039,Slowking 1st Edition Holofoil,HeartGold Collection,2212608,JA,EN,Lotus Path Djinn #39,Magic Fate Reforged,0.03,
jp-l1: hg-072,Grass Energy,HeartGold Collection,2677908,JA,EN,Grass Energy #115,Pokemon HeartGold & SoulSilver,18.68,
jp-l1: ss-013,Ninetales 1st Edition Holofoil,SoulSilver Collection,2205194,JA,EN,Forsake the Worldly #013,Magic Amonkhet,0.25,
jp-l1: ss-030,Lugia LEGEND 1st Edition Holofoil,SoulSilver Collection,2199268,JA,EN,Silverflame Ritual #030,Magic Throne of Eldraine,0.25,
jp-l1: ss-048,Tyrogue 1st Edition,SoulSilver Collection,2219545,JA,EN,Secrets of the Dead #48,Magic Dark Ascension,0.44,
jp-l1: ss-061,Ursaring 1st Edition Holofoil,SoulSilver Collection,2230827,JA,EN,Eternity Snare #061,Magic Time Spiral,0.05,
jp-l1: ss-073,Fire Energy,SoulSilver Collection,2677915,JA,EN,Fire Energy #116,Pokemon HeartGold & SoulSilver,17.38,
