Card Name,Set Name,Set Code,Card Number,Rarity,Supertype,PriceCharting URL,PriceCharting Search URL,TCGPlayer URL,Card Image URL,Price Source URL (fill me in)
Fighting Energy,Base Set 2,base4,125,,Energy,https://www.pricecharting.com/game/pokemon/fighting-energy,https://www.pricecharting.com/search-products?q=Fighting%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base4-125,https://images.pokemontcg.io/base4/125.png,
Fire Energy,Base Set 2,base4,126,,Energy,https://www.pricecharting.com/game/pokemon/fire-energy,https://www.pricecharting.com/search-products?q=Fire%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base4-126,https://images.pokemontcg.io/base4/126.png,
Grass Energy,Base Set 2,base4,127,,Energy,https://www.pricecharting.com/game/pokemon/grass-energy,https://www.pricecharting.com/search-products?q=Grass%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base4-127,https://images.pokemontcg.io/base4/127.png,
Lightning Energy,Base Set 2,base4,128,,Energy,https://www.pricecharting.com/game/pokemon/lightning-energy,https://www.pricecharting.com/search-products?q=Lightning%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base4-128,https://images.pokemontcg.io/base4/128.png,
Psychic Energy,Base Set 2,base4,129,,Energy,https://www.pricecharting.com/game/pokemon/psychic-energy,https://www.pricecharting.com/search-products?q=Psychic%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base4-129,https://images.pokemontcg.io/base4/129.png,
Water Energy,Base Set 2,base4,130,,Energy,https://www.pricecharting.com/game/pokemon/water-energy,https://www.pricecharting.com/search-products?q=Water%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base4-130,https://images.pokemontcg.io/base4/130.png,
Dark Alakazam,Team Rocket,base5,1,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-alakazam,https://www.pricecharting.com/search-products?q=Dark%20Alakazam&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-1,https://images.pokemontcg.io/base5/1.png,
Dark Arbok,Team Rocket,base5,2,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-arbok,https://www.pricecharting.com/search-products?q=Dark%20Arbok&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-2,https://images.pokemontcg.io/base5/2.png,
Dark Blastoise,Team Rocket,base5,3,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-blastoise,https://www.pricecharting.com/search-products?q=Dark%20Blastoise&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-3,https://images.pokemontcg.io/base5/3.png,
Dark Charizard,Team Rocket,base5,4,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-charizard,https://www.pricecharting.com/search-products?q=Dark%20Charizard&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-4,https://images.pokemontcg.io/base5/4.png,
Dark Dragonite,Team Rocket,base5,5,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-dragonite,https://www.pricecharting.com/search-products?q=Dark%20Dragonite&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-5,https://images.pokemontcg.io/base5/5.png,
Dark Dugtrio,Team Rocket,base5,6,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-dugtrio,https://www.pricecharting.com/search-products?q=Dark%20Dugtrio&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-6,https://images.pokemontcg.io/base5/6.png,
Dark Golbat,Team Rocket,base5,7,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-golbat,https://www.pricecharting.com/search-products?q=Dark%20Golbat&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-7,https://images.pokemontcg.io/base5/7.png,
Dark Gyarados,Team Rocket,base5,8,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-gyarados,https://www.pricecharting.com/search-products?q=Dark%20Gyarados&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-8,https://images.pokemontcg.io/base5/8.png,
Dark Hypno,Team Rocket,base5,9,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-hypno,https://www.pricecharting.com/search-products?q=Dark%20Hypno&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-9,https://images.pokemontcg.io/base5/9.png,
Dark Machamp,Team Rocket,base5,10,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-machamp,https://www.pricecharting.com/search-products?q=Dark%20Machamp&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-10,https://images.pokemontcg.io/base5/10.png,
Dark Magneton,Team Rocket,base5,11,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-magneton,https://www.pricecharting.com/search-products?q=Dark%20Magneton&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-11,https://images.pokemontcg.io/base5/11.png,
Dark Slowbro,Team Rocket,base5,12,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-slowbro,https://www.pricecharting.com/search-products?q=Dark%20Slowbro&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-12,https://images.pokemontcg.io/base5/12.png,
Dark Vileplume,Team Rocket,base5,13,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-vileplume,https://www.pricecharting.com/search-products?q=Dark%20Vileplume&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-13,https://images.pokemontcg.io/base5/13.png,
Dark Weezing,Team Rocket,base5,14,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-weezing,https://www.pricecharting.com/search-products?q=Dark%20Weezing&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-14,https://images.pokemontcg.io/base5/14.png,
Here Comes Team Rocket!,Team Rocket,base5,15,Rare Holo,Trainer,https://www.pricecharting.com/game/pokemon/here-comes-team-rocket,https://www.pricecharting.com/search-products?q=Here%20Comes%20Team%20Rocket!&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-15,https://images.pokemontcg.io/base5/15.png,
Rocket's Sneak Attack,Team Rocket,base5,16,Rare Holo,Trainer,https://www.pricecharting.com/game/pokemon/rockets-sneak-attack,https://www.pricecharting.com/search-products?q=Rocket's%20Sneak%20Attack&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-16,https://images.pokemontcg.io/base5/16.png,
Rainbow Energy,Team Rocket,base5,17,Rare Holo,Energy,https://www.pricecharting.com/game/pokemon/rainbow-energy,https://www.pricecharting.com/search-products?q=Rainbow%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-17,https://images.pokemontcg.io/base5/17.png,
Dark Alakazam,Team Rocket,base5,18,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-alakazam,https://www.pricecharting.com/search-products?q=Dark%20Alakazam&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-18,https://images.pokemontcg.io/base5/18.png,
Dark Arbok,Team Rocket,base5,19,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-arbok,https://www.pricecharting.com/search-products?q=Dark%20Arbok&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-19,https://images.pokemontcg.io/base5/19.png,
Dark Blastoise,Team Rocket,base5,20,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-blastoise,https://www.pricecharting.com/search-products?q=Dark%20Blastoise&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-20,https://images.pokemontcg.io/base5/20.png,
Dark Charizard,Team Rocket,base5,21,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-charizard,https://www.pricecharting.com/search-products?q=Dark%20Charizard&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-21,https://images.pokemontcg.io/base5/21.png,
Dark Dragonite,Team Rocket,base5,22,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-dragonite,https://www.pricecharting.com/search-products?q=Dark%20Dragonite&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-22,https://images.pokemontcg.io/base5/22.png,
Dark Dugtrio,Team Rocket,base5,23,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-dugtrio,https://www.pricecharting.com/search-products?q=Dark%20Dugtrio&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-23,https://images.pokemontcg.io/base5/23.png,
Dark Golbat,Team Rocket,base5,24,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-golbat,https://www.pricecharting.com/search-products?q=Dark%20Golbat&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-24,https://images.pokemontcg.io/base5/24.png,
Dark Gyarados,Team Rocket,base5,25,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-gyarados,https://www.pricecharting.com/search-products?q=Dark%20Gyarados&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-25,https://images.pokemontcg.io/base5/25.png,
Dark Hypno,Team Rocket,base5,26,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-hypno,https://www.pricecharting.com/search-products?q=Dark%20Hypno&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-26,https://images.pokemontcg.io/base5/26.png,
Dark Machamp,Team Rocket,base5,27,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-machamp,https://www.pricecharting.com/search-products?q=Dark%20Machamp&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-27,https://images.pokemontcg.io/base5/27.png,
Dark Magneton,Team Rocket,base5,28,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-magneton,https://www.pricecharting.com/search-products?q=Dark%20Magneton&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-28,https://images.pokemontcg.io/base5/28.png,
Dark Slowbro,Team Rocket,base5,29,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-slowbro,https://www.pricecharting.com/search-products?q=Dark%20Slowbro&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-29,https://images.pokemontcg.io/base5/29.png,
Dark Vileplume,Team Rocket,base5,30,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-vileplume,https://www.pricecharting.com/search-products?q=Dark%20Vileplume&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-30,https://images.pokemontcg.io/base5/30.png,
Dark Weezing,Team Rocket,base5,31,Rare,Pokémon,https://www.pricecharting.com/game/pokemon/dark-weezing,https://www.pricecharting.com/search-products?q=Dark%20Weezing&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-31,https://images.pokemontcg.io/base5/31.png,
Dark Charmeleon,Team Rocket,base5,32,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-charmeleon,https://www.pricecharting.com/search-products?q=Dark%20Charmeleon&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-32,https://images.pokemontcg.io/base5/32.png,
Dark Dragonair,Team Rocket,base5,33,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-dragonair,https://www.pricecharting.com/search-products?q=Dark%20Dragonair&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-33,https://images.pokemontcg.io/base5/33.png,
Dark Electrode,Team Rocket,base5,34,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-electrode,https://www.pricecharting.com/search-products?q=Dark%20Electrode&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-34,https://images.pokemontcg.io/base5/34.png,
Dark Flareon,Team Rocket,base5,35,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-flareon,https://www.pricecharting.com/search-products?q=Dark%20Flareon&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-35,https://images.pokemontcg.io/base5/35.png,
Dark Gloom,Team Rocket,base5,36,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-gloom,https://www.pricecharting.com/search-products?q=Dark%20Gloom&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-36,https://images.pokemontcg.io/base5/36.png,
Dark Golduck,Team Rocket,base5,37,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-golduck,https://www.pricecharting.com/search-products?q=Dark%20Golduck&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-37,https://images.pokemontcg.io/base5/37.png,
Dark Jolteon,Team Rocket,base5,38,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-jolteon,https://www.pricecharting.com/search-products?q=Dark%20Jolteon&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-38,https://images.pokemontcg.io/base5/38.png,
Dark Kadabra,Team Rocket,base5,39,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-kadabra,https://www.pricecharting.com/search-products?q=Dark%20Kadabra&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-39,https://images.pokemontcg.io/base5/39.png,
Dark Machoke,Team Rocket,base5,40,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-machoke,https://www.pricecharting.com/search-products?q=Dark%20Machoke&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-40,https://images.pokemontcg.io/base5/40.png,
Dark Muk,Team Rocket,base5,41,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-muk,https://www.pricecharting.com/search-products?q=Dark%20Muk&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-41,https://images.pokemontcg.io/base5/41.png,
Dark Persian,Team Rocket,base5,42,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-persian,https://www.pricecharting.com/search-products?q=Dark%20Persian&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-42,https://images.pokemontcg.io/base5/42.png,
Dark Primeape,Team Rocket,base5,43,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-primeape,https://www.pricecharting.com/search-products?q=Dark%20Primeape&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-43,https://images.pokemontcg.io/base5/43.png,
Dark Rapidash,Team Rocket,base5,44,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-rapidash,https://www.pricecharting.com/search-products?q=Dark%20Rapidash&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-44,https://images.pokemontcg.io/base5/44.png,
Dark Vaporeon,Team Rocket,base5,45,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-vaporeon,https://www.pricecharting.com/search-products?q=Dark%20Vaporeon&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-45,https://images.pokemontcg.io/base5/45.png,
Dark Wartortle,Team Rocket,base5,46,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/dark-wartortle,https://www.pricecharting.com/search-products?q=Dark%20Wartortle&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-46,https://images.pokemontcg.io/base5/46.png,
Magikarp,Team Rocket,base5,47,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/magikarp,https://www.pricecharting.com/search-products?q=Magikarp&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-47,https://images.pokemontcg.io/base5/47.png,
Porygon,Team Rocket,base5,48,Uncommon,Pokémon,https://www.pricecharting.com/game/pokemon/porygon,https://www.pricecharting.com/search-products?q=Porygon&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-48,https://images.pokemontcg.io/base5/48.png,
Abra,Team Rocket,base5,49,Common,Pokémon,https://www.pricecharting.com/game/pokemon/abra,https://www.pricecharting.com/search-products?q=Abra&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-49,https://images.pokemontcg.io/base5/49.png,
Charmander,Team Rocket,base5,50,Common,Pokémon,https://www.pricecharting.com/game/pokemon/charmander,https://www.pricecharting.com/search-products?q=Charmander&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-50,https://images.pokemontcg.io/base5/50.png,
Dark Raticate,Team Rocket,base5,51,Common,Pokémon,https://www.pricecharting.com/game/pokemon/dark-raticate,https://www.pricecharting.com/search-products?q=Dark%20Raticate&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-51,https://images.pokemontcg.io/base5/51.png,
Diglett,Team Rocket,base5,52,Common,Pokémon,https://www.pricecharting.com/game/pokemon/diglett,https://www.pricecharting.com/search-products?q=Diglett&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-52,https://images.pokemontcg.io/base5/52.png,
Dratini,Team Rocket,base5,53,Common,Pokémon,https://www.pricecharting.com/game/pokemon/dratini,https://www.pricecharting.com/search-products?q=Dratini&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-53,https://images.pokemontcg.io/base5/53.png,
Drowzee,Team Rocket,base5,54,Common,Pokémon,https://www.pricecharting.com/game/pokemon/drowzee,https://www.pricecharting.com/search-products?q=Drowzee&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-54,https://images.pokemontcg.io/base5/54.png,
Eevee,Team Rocket,base5,55,Common,Pokémon,https://www.pricecharting.com/game/pokemon/eevee,https://www.pricecharting.com/search-products?q=Eevee&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-55,https://images.pokemontcg.io/base5/55.png,
Ekans,Team Rocket,base5,56,Common,Pokémon,https://www.pricecharting.com/game/pokemon/ekans,https://www.pricecharting.com/search-products?q=Ekans&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-56,https://images.pokemontcg.io/base5/56.png,
Grimer,Team Rocket,base5,57,Common,Pokémon,https://www.pricecharting.com/game/pokemon/grimer,https://www.pricecharting.com/search-products?q=Grimer&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-57,https://images.pokemontcg.io/base5/57.png,
Koffing,Team Rocket,base5,58,Common,Pokémon,https://www.pricecharting.com/game/pokemon/koffing,https://www.pricecharting.com/search-products?q=Koffing&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-58,https://images.pokemontcg.io/base5/58.png,
Machop,Team Rocket,base5,59,Common,Pokémon,https://www.pricecharting.com/game/pokemon/machop,https://www.pricecharting.com/search-products?q=Machop&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-59,https://images.pokemontcg.io/base5/59.png,
Magnemite,Team Rocket,base5,60,Common,Pokémon,https://www.pricecharting.com/game/pokemon/magnemite,https://www.pricecharting.com/search-products?q=Magnemite&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-60,https://images.pokemontcg.io/base5/60.png,
Mankey,Team Rocket,base5,61,Common,Pokémon,https://www.pricecharting.com/game/pokemon/mankey,https://www.pricecharting.com/search-products?q=Mankey&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-61,https://images.pokemontcg.io/base5/61.png,
Meowth,Team Rocket,base5,62,Common,Pokémon,https://www.pricecharting.com/game/pokemon/meowth,https://www.pricecharting.com/search-products?q=Meowth&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-62,https://images.pokemontcg.io/base5/62.png,
Oddish,Team Rocket,base5,63,Common,Pokémon,https://www.pricecharting.com/game/pokemon/oddish,https://www.pricecharting.com/search-products?q=Oddish&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-63,https://images.pokemontcg.io/base5/63.png,
Ponyta,Team Rocket,base5,64,Common,Pokémon,https://www.pricecharting.com/game/pokemon/ponyta,https://www.pricecharting.com/search-products?q=Ponyta&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-64,https://images.pokemontcg.io/base5/64.png,
Psyduck,Team Rocket,base5,65,Common,Pokémon,https://www.pricecharting.com/game/pokemon/psyduck,https://www.pricecharting.com/search-products?q=Psyduck&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-65,https://images.pokemontcg.io/base5/65.png,
Rattata,Team Rocket,base5,66,Common,Pokémon,https://www.pricecharting.com/game/pokemon/rattata,https://www.pricecharting.com/search-products?q=Rattata&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-66,https://images.pokemontcg.io/base5/66.png,
Slowpoke,Team Rocket,base5,67,Common,Pokémon,https://www.pricecharting.com/game/pokemon/slowpoke,https://www.pricecharting.com/search-products?q=Slowpoke&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-67,https://images.pokemontcg.io/base5/67.png,
Squirtle,Team Rocket,base5,68,Common,Pokémon,https://www.pricecharting.com/game/pokemon/squirtle,https://www.pricecharting.com/search-products?q=Squirtle&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-68,https://images.pokemontcg.io/base5/68.png,
Voltorb,Team Rocket,base5,69,Common,Pokémon,https://www.pricecharting.com/game/pokemon/voltorb,https://www.pricecharting.com/search-products?q=Voltorb&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-69,https://images.pokemontcg.io/base5/69.png,
Zubat,Team Rocket,base5,70,Common,Pokémon,https://www.pricecharting.com/game/pokemon/zubat,https://www.pricecharting.com/search-products?q=Zubat&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-70,https://images.pokemontcg.io/base5/70.png,
Here Comes Team Rocket!,Team Rocket,base5,71,Rare,Trainer,https://www.pricecharting.com/game/pokemon/here-comes-team-rocket,https://www.pricecharting.com/search-products?q=Here%20Comes%20Team%20Rocket!&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-71,https://images.pokemontcg.io/base5/71.png,
Rocket's Sneak Attack,Team Rocket,base5,72,Rare,Trainer,https://www.pricecharting.com/game/pokemon/rockets-sneak-attack,https://www.pricecharting.com/search-products?q=Rocket's%20Sneak%20Attack&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-72,https://images.pokemontcg.io/base5/72.png,
The Boss's Way,Team Rocket,base5,73,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/the-bosss-way,https://www.pricecharting.com/search-products?q=The%20Boss's%20Way&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-73,https://images.pokemontcg.io/base5/73.png,
Challenge!,Team Rocket,base5,74,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/challenge,https://www.pricecharting.com/search-products?q=Challenge!&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-74,https://images.pokemontcg.io/base5/74.png,
Digger,Team Rocket,base5,75,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/digger,https://www.pricecharting.com/search-products?q=Digger&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-75,https://images.pokemontcg.io/base5/75.png,
Imposter Oak's Revenge,Team Rocket,base5,76,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/imposter-oaks-revenge,https://www.pricecharting.com/search-products?q=Imposter%20Oak's%20Revenge&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-76,https://images.pokemontcg.io/base5/76.png,
Nightly Garbage Run,Team Rocket,base5,77,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/nightly-garbage-run,https://www.pricecharting.com/search-products?q=Nightly%20Garbage%20Run&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-77,https://images.pokemontcg.io/base5/77.png,
Goop Gas Attack,Team Rocket,base5,78,Common,Trainer,https://www.pricecharting.com/game/pokemon/goop-gas-attack,https://www.pricecharting.com/search-products?q=Goop%20Gas%20Attack&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-78,https://images.pokemontcg.io/base5/78.png,
Sleep!,Team Rocket,base5,79,Common,Trainer,https://www.pricecharting.com/game/pokemon/sleep,https://www.pricecharting.com/search-products?q=Sleep!&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-79,https://images.pokemontcg.io/base5/79.png,
Rainbow Energy,Team Rocket,base5,80,Rare,Energy,https://www.pricecharting.com/game/pokemon/rainbow-energy,https://www.pricecharting.com/search-products?q=Rainbow%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-80,https://images.pokemontcg.io/base5/80.png,
Full Heal Energy,Team Rocket,base5,81,Uncommon,Energy,https://www.pricecharting.com/game/pokemon/full-heal-energy,https://www.pricecharting.com/search-products?q=Full%20Heal%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-81,https://images.pokemontcg.io/base5/81.png,
Potion Energy,Team Rocket,base5,82,Uncommon,Energy,https://www.pricecharting.com/game/pokemon/potion-energy,https://www.pricecharting.com/search-products?q=Potion%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-82,https://images.pokemontcg.io/base5/82.png,
Dark Raichu,Team Rocket,base5,83,Rare Secret,Pokémon,https://www.pricecharting.com/game/pokemon/dark-raichu,https://www.pricecharting.com/search-products?q=Dark%20Raichu&type=prices,https://prices.pokemontcg.io/tcgplayer/base5-83,https://images.pokemontcg.io/base5/83.png,
Alakazam,Legendary Collection,base6,1,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/alakazam,https://www.pricecharting.com/search-products?q=Alakazam&type=prices,https://prices.pokemontcg.io/tcgplayer/base6-1,https://images.pokemontcg.io/base6/1.png,
Articuno,Legendary Collection,base6,2,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/articuno,https://www.pricecharting.com/search-products?q=Articuno&type=prices,https://prices.pokemontcg.io/tcgplayer/base6-2,https://images.pokemontcg.io/base6/2.png,
Charizard,Legendary Collection,base6,3,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/charizard,https://www.pricecharting.com/search-products?q=Charizard&type=prices,https://prices.pokemontcg.io/tcgplayer/base6-3,https://images.pokemontcg.io/base6/3.png,
Dark Blastoise,Legendary Collection,base6,4,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-blastoise,https://www.pricecharting.com/search-products?q=Dark%20Blastoise&type=prices,https://prices.pokemontcg.io/tcgplayer/base6-4,https://images.pokemontcg.io/base6/4.png,
Dark Dragonite,Legendary Collection,base6,5,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-dragonite,https://www.pricecharting.com/search-products?q=Dark%20Dragonite&type=prices,https://prices.pokemontcg.io/tcgplayer/base6-5,https://images.pokemontcg.io/base6/5.png,
Dark Persian,Legendary Collection,base6,6,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-persian,https://www.pricecharting.com/search-products?q=Dark%20Persian&type=prices,https://prices.pokemontcg.io/tcgplayer/base6-6,https://images.pokemontcg.io/base6/6.png,
Dark Raichu,Legendary Collection,base6,7,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-raichu,https://www.pricecharting.com/search-products?q=Dark%20Raichu&type=prices,https://prices.pokemontcg.io/tcgplayer/base6-7,https://images.pokemontcg.io/base6/7.png,
Dark Slowbro,Legendary Collection,base6,8,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-slowbro,https://www.pricecharting.com/search-products?q=Dark%20Slowbro&type=prices,https://prices.pokemontcg.io/tcgplayer/base6-8,https://images.pokemontcg.io/base6/8.png,
Dark Vaporeon,Legendary Collection,base6,9,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/dark-vaporeon,https://www.pricecharting.com/search-products?q=Dark%20Vaporeon&type=prices,https://prices.pokemontcg.io/tcgplayer/base6-9,https://images.pokemontcg.io/base6/9.png,
Flareon,Legendary Collection,base6,10,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/flareon,https://www.pricecharting.com/search-products?q=Flareon&type=prices,https://prices.pokemontcg.io/tcgplayer/base6-10,https://images.pokemontcg.io/base6/10.png,
Gengar,Legendary Collection,base6,11,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/gengar,https://www.pricecharting.com/search-products?q=Gengar&type=prices,https://prices.pokemontcg.io/tcgplayer/base6-11,https://images.pokemontcg.io/base6/11.png,
Gyarados,Legendary Collection,base6,12,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/gyarados,https://www.pricecharting.com/search-products?q=Gyarados&type=prices,https://prices.pokemontcg.io/tcgplayer/base6-12,https://images.pokemontcg.io/base6/12.png,
Hitmonlee,Legendary Collection,base6,13,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/hitmonlee,https://www.pricecharting.com/search-products?q=Hitmonlee&type=prices,https://prices.pokemontcg.io/tcgplayer/base6-13,https://images.pokemontcg.io/base6/13.png,
